uid,rest_id,source,text,rating
g_ChIJU0c2Y6lZwokRKlyc_R8HN88_4,ChIJU0c2Y6lZwokRKlyc_R8HN88,google_places,I’ve been wanting to try this place for ages and finally got a spot during lunch hours (the wait was ~30 min)! I ordered the lunch combo (seafood pancake + spicy kimchi & beef tofu stew). Banchan and seafood pancake were so yummy! The kimchi & beef tofu stew was also good but my spice tolerance is so bad that even the mild version was still a little too spicy 😭 Would recommend though :),4
g_ChIJO3lUXPtYwokRHcU_YPcKvcY_0,ChIJO3lUXPtYwokRHcU_YPcKvcY,google_places,Food was good I wanted to try more yet didn’t have time would try again when I return to NYC. Price was stiff for the meals the drinks was fair had a soba old fashion Japanese whiskey definitely worth the taste.,4
g_ChIJO3lUXPtYwokRHcU_YPcKvcY_1,ChIJO3lUXPtYwokRHcU_YPcKvcY,google_places,"We came to The Lobster Club on a Saturday evening for a celebratory dinner. The restaurant wasn’t too busy, but we were first seated in a high-traffic area and had to ask to be moved. It seemed like booths were reserved, which felt a bit limiting for a special occasion.

The food was very good overall. We enjoyed the Wagyu Shiitake Fried Rice, Crispy Rice, Garlic Chicken, Branzino, and the Wagyu Truffle Sando. The Truffle Sando was absolutely delicious, though pricey at $66 for four small bites.

For cocktails, the Cucumber Shiso was refreshing and memorable, while the Yuzu Paloma was watery and underwhelming.

Service was fine, but there was no complimentary dessert, which many NYC restaurants offer and would have made the evening feel more special.

Overall: great flavors, but celebratory touches didn’t quite match the price point.",4
g_ChIJO3lUXPtYwokRHcU_YPcKvcY_2,ChIJO3lUXPtYwokRHcU_YPcKvcY,google_places,"I’ve only ever been here to take clients out (I’ve never dined here on my own dime), but every time I’ve been it’s been amazing. The food, service, and atmosphere are all special.

One of my favorite meals I’ve ever had in the city was here at Lobster Club",5
g_ChIJO3lUXPtYwokRHcU_YPcKvcY_4,ChIJO3lUXPtYwokRHcU_YPcKvcY,google_places,"I recently had the pleasure of dining at an exceptional Japanese restaurant, and it was an unforgettable experience!

We kicked off the evening at the bar with a refreshing Lychee Martini, which set the tone for the night. Once our entire party arrived, we moved to a lovely table and ordered a variety of dishes. Every single item we tried was absolutely delightful—I loved them all!

Our sommelier was fantastic and recommended the perfect bottle of sake that paired beautifully with our meal.

I can't wait to return to this gem of a restaurant! Highly recommend it to anyone looking for an amazing Japanese dining experience!",5
g_ChIJr15tlpJZwokRG4lyRntq3cw_0,ChIJr15tlpJZwokRG4lyRntq3cw,google_places,"Amazing food with great service. Nothing more to say. Everything was so good!!

Highly recommend the Acharuli and Megruli. So tasty!!
The Mother Khinkali was huge! The soup base and meat filling was so comforting.
Also ordered the Shkmeruli which had the tastiest sauce. I dipped the bread from the Acharuli in it too.
Georgian salad tasted incredibly fresh and refreshing.",5
g_ChIJr15tlpJZwokRG4lyRntq3cw_1,ChIJr15tlpJZwokRG4lyRntq3cw,google_places,"Well worthy of its Michelin recognition! LALIKO is a beautifully curated Georgian restaurant. Between the beautiful wall murals showing points of cultural significance, to the Georgian staff, to the absolutely scrumptious food, this restaurant is steeped in tradition. The staff are very knowledgeable, and are more than happy to share the history of the food with you. The food itself is delicious, and I left eating much more than I expected, because everything was so delightful. Will be coming back here again soon, and bringing friends.",5
g_ChIJr15tlpJZwokRG4lyRntq3cw_2,ChIJr15tlpJZwokRG4lyRntq3cw,google_places,"I recently visited Lalico for a brunch event and it exceeded all expectations. The restaurant has such a cozy and stylish ambiance — you instantly feel relaxed and at home.

The Georgian cuisine was outstanding: rich flavors, beautiful presentation, and generous portions. Our group was especially impressed with the wine selection and the overall dining experience.

The staff was incredibly professional and attentive, making sure everything ran smoothly and every guest felt comfortable.

Come here just once, and you’ll instantly become one of their regular guests!",5
g_ChIJr15tlpJZwokRG4lyRntq3cw_3,ChIJr15tlpJZwokRG4lyRntq3cw,google_places,"I was a guest at a brunch hosted at Lalico and I was absolutely impressed with this place. The restaurant has a warm, stylish atmosphere where you immediately feel comfortable and welcome.

The cuisine was incredible — everything was delicious, beautifully presented, and full of authentic Georgian flavor. I was especially impressed by the large selection of wines and how perfectly they complemented the dishes.

The service is truly top-tier: attentive, professional, and genuinely friendly. The team made sure every guest felt special and taken care of throughout the event.

I wholeheartedly recommend Lalico to anyone looking for a place with amazing food, a great atmosphere, and excellent service. I will definitely be coming back again!",5
g_ChIJr15tlpJZwokRG4lyRntq3cw_4,ChIJr15tlpJZwokRG4lyRntq3cw,google_places,"It was my second time when I visited Laliko Georgian restaurant in New York, and both times the experience was delicious. The food is amazing, my favorite is khachapuri with mint, Georgian salad with so a tasty sauce. This place is great for a big party or a small intimate dinner. highly recommend",5
g_ChIJNdS6kwVZwokRxFgqKTkyYuk_0,ChIJNdS6kwVZwokRxFgqKTkyYuk,google_places,"Amazing experience at Markette! We had a lovely anniversary dinner here. I couldn’t get a reservation on resy but I called the restaurant and they were able to get us in at a reasonable time. The food and drinks were delicious - especially loved the fish, pita, and rice. The cocktails were amazing and the dessert was out of this world. Exceptional service as well. Will definitely be returning!",5
g_ChIJNdS6kwVZwokRxFgqKTkyYuk_1,ChIJNdS6kwVZwokRxFgqKTkyYuk,google_places,"Markette is definitely upscale. I dined solo and chose the Braised Oxtail Gratin, it was very well done, layered, flavorful with a bit of a kick. It felt authentic, elevated and enough for a whole meal for me! Drinks were also well done by the lovely bartender Rika, I had the Snake in the Grass! Decor is tasteful, bathrooms are clean and vibey with a designer candle burning. I loved all the details! Would for sure bring girlfriends or family back here.",5
g_ChIJNdS6kwVZwokRxFgqKTkyYuk_2,ChIJNdS6kwVZwokRxFgqKTkyYuk,google_places,"Food was delicious nice blend of flavors with Caribbean influences. Moody lighting and atmosphere creates a great date vibe. There is also a nice lounge downstairs with a separate menu that’s just as good. The staff are on point with everything keeping the room flowing smoothly. The one and only note I have is the portions are a little small so if there is a few things on the menu you’re choosing btwn just get them all! Plates are meant for sharing so order plenty. We had the cod fish fritters, caviar and hash browns, rock shrimp linguine, and the pan seared dorade with the stracciatella ice cream for dessert. Everything was 10/10. We will definitely be returning!",4
g_ChIJNdS6kwVZwokRxFgqKTkyYuk_3,ChIJNdS6kwVZwokRxFgqKTkyYuk,google_places,"This was yummy! I liked the lamb a lot. And the cod fish fried ball things. The tuna appetizer was fresh & fun. The pasta was a skip for me. It was fine but very basic. Desserts were also OK but I wouldn’t get again.

Service is a bit odd. You have to add all the food at once so they can time it? Idk sounds a bit like poor kitchen process management.",5
g_ChIJNdS6kwVZwokRxFgqKTkyYuk_4,ChIJNdS6kwVZwokRxFgqKTkyYuk,google_places,"stunning new spot. upscale and still comfortable. been three times. twice upstairs and once at argyle. the flavors haven’t left my mind since and the staff were warm, human, and approachable. oh and the drinks! the drinks.",5
g_ChIJ2VQUARFZwokRjSMEcK4rT1s_0,ChIJ2VQUARFZwokRjSMEcK4rT1s,google_places,"I stopped by for dinner here and it was an amazing experience, from the drinks to the wings, ofc the pho and the unexpected incredible coffee flan. Everything came together perfectly. The pho was incredibly fragrant and felt nourishing, the wings had an amazing sauce on it, and the Bahn mi went perfect with the pho as a dip as well. The flan coffee dessert was so good that I ordered another one to go. I’m not a big fan of flan but this one might have opened me up to a new world.",5
g_ChIJ2VQUARFZwokRjSMEcK4rT1s_1,ChIJ2VQUARFZwokRjSMEcK4rT1s,google_places,"Everything was sooo good! For apps, the salt and pepper squid was super crispy and flavorful. Hawker rice was delicious too. Lemongrass chicken was distinctly lemongrass flavored. Loved every bit of dinner. Such a giant piece of short rib with the UES pho. Definitely a neighborhood must go!",5
g_ChIJ2VQUARFZwokRjSMEcK4rT1s_2,ChIJ2VQUARFZwokRjSMEcK4rT1s,google_places,"Lyly Vietnamese is a fantastic spot for pho lovers. The pho is excellent — rich, aromatic broth, tender meat, and perfectly cooked noodles that feel comforting and authentic. Every bite shows real care and quality. It’s no surprise that Lyly Vietnamese is mentioned in the Michelin Guide, as the food truly stands out. A must-visit for anyone craving great Vietnamese cuisine.",5
g_ChIJ2VQUARFZwokRjSMEcK4rT1s_3,ChIJ2VQUARFZwokRjSMEcK4rT1s,google_places,Really flavorful dishes depending on what you order. Cooked to perfection. The inside has a nice casual atmosphere as if you’re eating at an eatery in Saigon. Prices are usual New York fare with appetizers averaging $10-15 and entrees around $23. Also love their Thai iced tea because it’s not too sweet. Make sure to reserve in advance!,5
g_ChIJ2VQUARFZwokRjSMEcK4rT1s_4,ChIJ2VQUARFZwokRjSMEcK4rT1s,google_places,Got here at lunch time and luckily got a table for 4 right away. We have two young ones and the staff were so accommodating with crayons and coloring sheets. They checked to make sure the kids were good and provided kid friendly utensils and cups. Always a huge plus for me! The food was also delicious - my favorite was the crab cake in the hawker rice.,5
g_ChIJh6WuOgBZwokR8Lm6IOFKk7A_0,ChIJh6WuOgBZwokR8Lm6IOFKk7A,google_places,"The cutest bar and seating decor. So much character and great vibe. Service was excellent and sever we had was knowledgable, accomodating. Everyone was so friendly and welcoming. Cocktails were not impressive but food was amazing. Chicharron and anchovie is must have if you like those dishes. Price is high for the app portion but so good. Quality here, not quantity. Mandatory garlic shrimp egg app was huge and good for sharing; yummy and well priced. The mushroom or dishes for vegeterians, not so exciting. Ended with a good flan dish.",5
g_ChIJh6WuOgBZwokR8Lm6IOFKk7A_1,ChIJh6WuOgBZwokR8Lm6IOFKk7A,google_places,"As a fan of Ernestos, I finally got to experience Bartolo and it exceeded my expectations. The space itself was incredibly stylish and the food was fantastic.

A few standouts for me were the Anchoa Y Matequilla, Champinones Al Ajillo, Huevos Fritos Con Patatas Y Gambas, Callos A La Madrilena, and Chuleta De Buey, amongst others.

Don't sleep on the cocktails here. I would put their martini up with some of my other favorites in the city. I was also a big fan of the Espresso De Brandt which is an Espresso Martini with Pastis and Cacao. Top level!

Really awesome staff, service, and vibes. Can't wait to return.",5
g_ChIJh6WuOgBZwokR8Lm6IOFKk7A_2,ChIJh6WuOgBZwokR8Lm6IOFKk7A,google_places,World class dining experience! It brought be back to Spain instantly! Chef Ryan is using the best ingredients and cooking with incredible technique. Each bites makes you want to try the next!,5
g_ChIJh6WuOgBZwokR8Lm6IOFKk7A_3,ChIJh6WuOgBZwokR8Lm6IOFKk7A,google_places,"Sexy, beautiful little restaurant... It's a sprawling but tight space, so newbie fabulous-affective passive-aggressive transplants are fortunately forced to actively engage with and experience actual New Yorkers... It's a great Spanish restaurant, in the West Village, and it's flippin' delicious...",5
g_ChIJh6WuOgBZwokR8Lm6IOFKk7A_4,ChIJh6WuOgBZwokR8Lm6IOFKk7A,google_places,"The ajo blanco is one of the best dishes I’ve eaten in New York City. It’s a perfect balance of texture, cream, salt, and sweet.

The anchovies with butter, the chicharron with almonds, and the braised oxtail with potatoes were spectacular. I prefer the tortilla at Ernesto’s, but Bartolo’s thin and runny version was very well done.

The torcino dessert with plums, almond cookies, and a rich crumble was pure heaven.

Our server was great. And the decor is stunning. Every detail—the paneled walls, the rose colored seating, and the matador prints—make you feel like you’re living a Hemingway novel.

Go here. It’s really good.",5
g_ChIJsTUVzgBZwokRkUIgGFl_RJc_0,ChIJsTUVzgBZwokRkUIgGFl_RJc,google_places,"I had the most amazing experience at La Tête d’Or, from the moment we walked in. The restaurant itself is absolutely beautiful. The food was outstanding. Everything tasted incredibly fresh and high quality. The filet mignon was hands down the best I’ve ever had — perfectly cooked, melt-in-your-mouth tender, and full of flavor. Truly unforgettable. The crab cake was delicious, the popovers were incredible, and the Brussel sprouts were amazing (I’m already thinking about when I can have them again!). My husband had the 28 day ribeye and it  was EXCELLENT. The vanilla berry soft serve was like nothing I’ve ever experienced.. literally the perfect ending to our night. Can’t wait to try the other flavor. The service was just as impressive as the food. Everyone was fantastic — from the servers, to the hosts and hostesses, and even the QUEEN running the coat check. You can tell they take pride in creating a top-tier experience. This was an amazing night all around. La Tête d’Or has officially made its way to the top of my steakhouse list in NYC. I can’t wait to come back!!",5
g_ChIJsTUVzgBZwokRkUIgGFl_RJc_1,ChIJsTUVzgBZwokRkUIgGFl_RJc,google_places,"Amazing experience at this restaurant. The food and drinks were outstanding, and the service was top-notch. My favorite dishes included the yellowfin tuna tartare, and the filet mignon was the best I’ve ever tasted! Geraldo, our server, was fantastic—very kind, friendly, and attentive, just like the rest of the staff. It made my birthday dinner truly special. This restaurant is excellent overall. I give it a 10/10 and will recommend it to everyone. I’ll definitely be returning!",5
g_ChIJsTUVzgBZwokRkUIgGFl_RJc_2,ChIJsTUVzgBZwokRkUIgGFl_RJc,google_places,To start the place was beautiful. As a starter we ordered a bone marrow which was good but the red stuff on top overpowered the taste of the actual bone marrow. As for the filet mignon it was cooked to perfection. The NY strip was also delicious. We finished our dinner with a delicious ginormous coffee Sundae! The coffee taste wasn’t as strong and the different toppings were a great pair with the ice cream.,5
g_ChIJsTUVzgBZwokRkUIgGFl_RJc_3,ChIJsTUVzgBZwokRkUIgGFl_RJc,google_places,"I had the pleasure of dining at La Tête d’Or by Daniel, and it was an absolutely exceptional experience from start to finish.

Every detail was on point. We began with the hamachi crudo, which was incredibly fresh and beautifully balanced. The wood-fired bone marrow was rich and indulgent, packed with deep flavor. For our mains, the filet mignon topped with foie gras was cooked to perfection — tender, flavorful, and perfectly executed. The Chateaubriand was equally impressive, prepared exactly as requested and simply outstanding.

Beyond the food, the service elevated the entire evening. Our server, Victor, was knowledgeable, attentive, and made excellent recommendations that truly enhanced our experience. The manager, Elvir, personally stopped by to ensure everything was going well, which speaks volumes about the level of hospitality here. Even Jenny at coat check was warm and welcoming — every touchpoint felt thoughtful.

This is not just dinner — it’s a full experience. Exceptional cuisine, impeccable service, and an atmosphere that makes you want to stay all night. Highly recommend, and I can’t wait to return.",5
g_ChIJsTUVzgBZwokRkUIgGFl_RJc_4,ChIJsTUVzgBZwokRkUIgGFl_RJc,google_places,"Traveled to NYC with a friend to order Chef Daniel’s 34 ounce Cote De Bouef.  It was spectacular!  Seasoned  and cooked perfecty!  We also ordered the Prime Rib which was also beautifully cooked and the best Prime Rib That I have ever eaten.  We had three side sauces, Bordelaise, Bearnaise and Horseradish Cream sauces.  Each were perfect.  The Bordelaise tasted like the pure essence of beef.  The sides were also exceptional, particularly the roasted Marrow Bones.  The service was incredibly professional from the host, bartender and our waiter Thomas.  Food, cocktails, wine and service all aspects of a great evening were exceptional.

We were fortunate to meet and talk with Chef Daniel  for a few minutes and found him to be very welcoming and glad to engage with his guests.  It was an honor to meet with him and have his insight and recommendations on our menu selections.
Just a an all around excellent experience!",5
g_ChIJ6Xa02cFZwokRv_5HQ3fHoHk_0,ChIJ6Xa02cFZwokRv_5HQ3fHoHk,google_places,"Bit of a mixed bag here. The room is cool, chill vibes, good music and lighting and professional, friendly service. We had the “surprise” 6 course tasting menu. There was definitely a problem in the kitchen because there were some extremely long delays between courses, our meal took 2 1/2 hours.
We started with the complimentary focaccia, delicious and we went for the ricotta upcharge, $10 for 2 tablespoons of ricotta. Not sure the value proposition was there.

Flavors were generally on point, the eggplant with some charred greens was OK but didn’t love it.  Favorite dish was the crab agnolotti, scrumptious.

The bucatini served before that was perfectly cooked, but was excessively salty, apparently because of the capers as we mentioned the issue to the server. However, it definitely tasted like someone slipped with the salt shaker. Our main was a kind of disappointing plate of mini meatballs in a sweet and savory sauce. Interesting but for $129 menu maybe we expected more than mini meatballs.

Dessert was a scoop of peach and Prosecco sorbet, refreshing, but a little bit underwhelming for dessert on a tasting menu. I guess as I am writing this I kind of wanted to like it more than I actually ended up liking it.",4
g_ChIJ6Xa02cFZwokRv_5HQ3fHoHk_1,ChIJ6Xa02cFZwokRv_5HQ3fHoHk,google_places,This place was spectacular! We got the agnolotti and the rabbit ragu along with the salad. I make pasta art from scratch at home as a hobby so visiting here and eating the handmade pasta has been a dream of mine. The service was so friendly and efficient. Everything lived up to the hype! I only visit NYC one day a year and this restaurant is worth it.,5
g_ChIJ6Xa02cFZwokRv_5HQ3fHoHk_2,ChIJ6Xa02cFZwokRv_5HQ3fHoHk,google_places,"We didn’t have a reservation and only stopped by for a glass of champagne. When they realized we were celebrating our marriage, they surprised us with a delicious dessert on the house, which was incredibly kind and thoughtful.
The entire place has such positive energy — great atmosphere, beautiful presentation, and amazing food (looking good on the tables). Every detail felt special. Without a doubt, we will be coming back the next time we’re in New York.",5
g_ChIJ6Xa02cFZwokRv_5HQ3fHoHk_3,ChIJ6Xa02cFZwokRv_5HQ3fHoHk,google_places,"Cozy small restaurant great for groups of 2-4ppl. They have a curated seasonal menu and nice wine pairings.

The Foccacia was so fresh and almost croissant flaky 🥐
All of our pastas were excellent",5
g_ChIJ6Xa02cFZwokRv_5HQ3fHoHk_4,ChIJ6Xa02cFZwokRv_5HQ3fHoHk,google_places,"Wildly, wildly good. Lovely ambiance, quality service, and exceptional food.

We tried the following:
- Short rib agnolotti
- Cacio e pepe
- Linguini & clams
- Dark chocolate gelato",5
g_ChIJ8ccTf-9YwokRMrljca_idL0_0,ChIJ8ccTf-9YwokRMrljca_idL0,google_places,"Finally checked out the new Le Veau D'Or for lunch and it far exceeded my expectations. Staff is wonderful, helpful, welcoming, super friendly. I ordered the mackerel, the lobster salad (sublime) and the Il Flottante (the best I've ever had). Also had two gin gimlets and big shoutout for the bread service (really scrumptious). The mackerel was the only thing that, for me, was underwhelming.
I was also extremely happy to see that they have redone the restaurant in a very gentle way that still pays homage to the past. Very warm and cozy ambiance.",5
g_ChIJ8ccTf-9YwokRMrljca_idL0_1,ChIJ8ccTf-9YwokRMrljca_idL0,google_places,"I’ve been torn about writing this review but 2 stars it is. We heard about this place through Kaitlyn Lavery, a NYC food reviewer who rated this her #1 spot of 2025. We came here for an anniversary dinner with high hopes and unfortunately left disappointed.

Ambience is great. Small, intimate space that feels like an NYC institution (like 4 Charles or Carbone).

Service was excellent and saved the review. Staff are all extremely friendly and good at their jobs.

Really enjoyed our cocktails though on the pricey end (even for NYC) at $26 a pop.

The food was the disappointment. $135 tasting menu and they were out of the duck. Their most popular dish. Kaitlyn’s favorite dish of 2025. The entire reason we came here. I think it’s just unacceptable to run out of your most popular dish for a $500 meal. The rest of the food was fine - nothing blew me away (and this might just be because it’s French food) but we enjoyed each dish and liked the chicken and steak.

Sadly I think this was a “one and done” spot and the fact that they didn’t have the one dish that we wanted to try kind of ruined the experience. I wouldn’t come back here to take a shot at being able to have the duck when there’s so many other great returants you can eat at for less than $500 and actually get what you want (a meal for 2 at Torrisi is less than this and is arguably the best in the city).

Came with high hopes but left disappointed.",2
g_ChIJ8ccTf-9YwokRMrljca_idL0_2,ChIJ8ccTf-9YwokRMrljca_idL0,google_places,"I think there are some pros and cons about this place!

We really enjoyed the service and a few of the dishes. In particular the duck was amazing, and the fries were perfect. Beet and boudin appetizers were good. I really enjoyed the chartreuse ice cream on the chocolate dessert, though the crepes suzettes were too sweet with the tropical addition.

However it’s overpriced in our opinion. $135 for 3 courses (plus one green salad) is a lot when it would be $80-90 at an equivalent à la carte restaurant. The set menu is required for dining at tables. It’s basically like a main dish costs $90 if dessert and app cost $45.

Plus, I thought it was frustrating that there was no wine by the glass menu. Just a verbal list from the waiter with 3-4 options. (No list means no prices unless asked)

It ended up being $440 for 2 people with 3 drinks included.

I can certainly see why people like it here, it just wasn’t the right value to us knowing other options in NYC.",4
g_ChIJ8ccTf-9YwokRMrljca_idL0_3,ChIJ8ccTf-9YwokRMrljca_idL0,google_places,"Much hyped French bistro was good but nothing outstanding. Stopped in for $85 two course fixed price lunch. Mackerel was a good starter. The steak frites was ok but nothing outstanding better than the plethora of other French bistros in NYC. Service was prompt and friendly. The space is beautiful though with an old world charm about it and probably the only thing you’re going to remember. Plus at this price point value rating is pretty low too. Place is still very buzzy, completely full at 2p on a Thursday. Verdict: will not return but recommend once for the vibe.",3
g_ChIJ8ccTf-9YwokRMrljca_idL0_4,ChIJ8ccTf-9YwokRMrljca_idL0,google_places,"We absolutely loved Le Veau d’Or and would recommend it! Both the lamb and duck were cooked to perfection ,the duck was incredibly tender and flavorful, while the lamb’s gamey taste was handled beautifully.

The escargot was probably one of the best I’ve had in the city. The frog legs weren’t particularly special in flavor, but they were beautifully presented and still enjoyable.

That said, the service left us feeling rushed from the very beginning. Our server came by several times to take our order when we had literally just sat down. Since the menu has no descriptions and we don’t speak French, it took us a bit longer to read. From ordering to finishing our meal, the entire experience was over in just a little more than an hour…even though our reservation was at 5 PM and the place was fully booked, we felt pushed to eat quickly and pay, which really took away from the overall enjoyment.",4
g_ChIJN8SzjFRZwokR-b5lqNXcg44_0,ChIJN8SzjFRZwokR-b5lqNXcg44,google_places,"The tasting menu here is very unique. The mushroom soup was actually the highlight of the whole menu for me! Definitely do the Abalone dish add on. The sea urchin add on was also very interesting to taste. To wrap up, both desserts were very refreshing. Service was very good and the whole restaurant has very cosy vibes, without the “corporate” style that some Michelin stars have.",5
g_ChIJN8SzjFRZwokR-b5lqNXcg44_1,ChIJN8SzjFRZwokR-b5lqNXcg44,google_places,"As a Korean, this maybe very far from the Korean food that I am used to but it was my first fine dining experience so bear with me.

All the dishes were Korean inspired, I wouldn’t say they were necessarily Korean food. All the dishes and their ingredients scream Korean but it didn’t feel or taste like it. The tuna bibimbap I got was good and my favourite of the night but it’s not the one that your family would eat of a communal bowl with literally every single fixing. The banana milk dessert also didn’t taste like banana milk at all, I was chasing that nostalgic feeling the entire night but was left feeling a longing for my mom’s cooking instead.

Great food and experience but just not Korean. I expected more from a fine dining experience but maybe it’s a me problem.",3
g_ChIJN8SzjFRZwokR-b5lqNXcg44_2,ChIJN8SzjFRZwokR-b5lqNXcg44,google_places,"Instagram: @jojo_gourmand

Last year, I checked out Chef Sungchul Sim’s creative take on hand rolls at Mari. Now, a year later, I’m back in his world at the restaurant that originally launched him into NYC’s Korean fine-dining scene.

I’d seen photos of Kochi’s cozy dining room, but I didn’t expect it to be this cramped. Kochi (꼬치) means skewer, which is fitting for a menu where most courses arrive threaded.

MENU HIGHLIGHTS

MUSHROOM SOUP | Shiitake Meringue | Perilla Oil
Reminds me of Korea’s chilled pumpkin soup. The sweetness balances the deep mushroom notes, and as the meringue melts, it coats the palate with earthy shiitake richness.

HOKKAIDO SCALLOP | Chestnut | White Kimchi
The scallop’s natural sweetness worked well with the crisp acidity of white kimchi. A refreshing reset between heavier bites.

ABALONE | Shrimp Jeon | Yuja Soy
An optional add-on, but absolutely worth it. Tender abalone layered over shrimp jeon, dipped in spicy yuja soy = one of the night’s standout bites.

BANANA MILK | Banana Parfait | Banana Compote
The nostalgic Korean drink, reimagined as a popsicle. The compote hits with piercing banana intensity, but together with all the components, it became the best version of banana milk ever.

🗺️ Korean
⭐️ Michelin One-Starred
🏷️ US$150+",4
g_ChIJN8SzjFRZwokR-b5lqNXcg44_3,ChIJN8SzjFRZwokR-b5lqNXcg44,google_places,"Overall, It would have been a 4-star experience if not for the failed duck course. Felt a bit overrated.

Favorite courses: abalone, hwe (Hokkaido scallop), and banana milk dessert.

The course combinations were creative, and I enjoyed almost all of the dishes—up until the duck. The duck tasted great, but the skin was a little too charred. The staff offered to replace it, which I later regretted, as the second time was poorly executed: very chewy and definitely not up to the standard. Unfortunately, this inconsistency brought down my overall rating of the restaurant. They should really look into why the second preparation was significantly worse than the first.

Environment:
I don’t think I can give a completely fair rating for the environment because I was seated outdoors with a heater. On two occasions, customers waiting for tables were standing behind me (about a table’s distance). For someone who values a quiet dining experience, this was a major downside. Customers should be seated rather than standing behind diners while waiting—especially when some were in groups. This made the experience feel disorganized.",3
g_ChIJN8SzjFRZwokR-b5lqNXcg44_4,ChIJN8SzjFRZwokR-b5lqNXcg44,google_places,"My husband and I went to Kochi for our anniversary and had the course tasting menu with wine pairings. Every dish was beautifully presented and thoughtfully crafted. It was a joy watching each plate come together. The ambience was quiet and intimate, and the service was excellent. Overall, it was a memorable, elevated dining experience that felt perfect for a special occasion.",5
g_ChIJKy5pv_RYwokRtJvlzJ4oBJE_0,ChIJKy5pv_RYwokRtJvlzJ4oBJE,google_places,"Upscale Italian restaurant. High end service.

We both order the ossobucco which came with a saffron risotto and shared the ragu as a starter.  We also ordered a side of mixed vegetables which was the strangest mix I had seen at an Italian restaurant -- corn, tomatoes, cut asparagus.

I also ordered a red wine per the suggestion of the server which was delicious.",4
g_ChIJL6-NTmBZwokRGacx3GWq3D0_0,ChIJL6-NTmBZwokRGacx3GWq3D0,google_places,"Excellent food & service, but skip the add-ons

I’ve been to Frevo a few times now, and it consistently delivers very good, beautifully presented food with impeccable service. Entering through an art gallery sets a unique, intimate tone for the whole experience, and it’s one of the touches that makes Frevo feel special.

The cooking was excellent across the board: the fish was perfectly prepared, and the beef was spot-on. Their signature transition course — a 36-month Comté served over a scoop of honey ice cream — is an unusual pairing that works incredibly well. Dessert was also outstanding: a chocolate cake with wasabi ice cream that was both creative and delicious.

Their wine selection is strong and fairly priced, especially considering this is a Michelin-starred restaurant.

My only real complaint is the upselling of additional dishes. This time, for the first time, I tried one of their extra options — a scallop dish with white truffle. Not only was it extremely expensive (about a third of the full menu price), but it was also underwhelming, with a sauce that overshadowed both the scallop and the truffle. My friend added uni to one of his dishes for a similarly steep markup and felt the same way. In past visits, skipping these add-ons actually led to a better overall experience.
This is usually a 5 stars for me, but only got 4 stars this time. I would still go back, but will definitely skip the add-ons next time.",4
g_ChIJL6-NTmBZwokRGacx3GWq3D0_1,ChIJL6-NTmBZwokRGacx3GWq3D0,google_places,"Frevo is a full-on experience. Came here to celebrate my husband’s birthday and everything—from the service to the food—was flawless. We even got to meet the chef, which made the night feel extra special. Every course was wildly creative, with flavors I honestly didn’t know were possible. Thoughtful, bold, and beautifully executed dishes from start to finish. This is the kind of place that reminds you why NYC dining is unmatched. Absolute must for food lovers",5
g_ChIJL6-NTmBZwokRGacx3GWq3D0_2,ChIJL6-NTmBZwokRGacx3GWq3D0,google_places,"Frevo is a fun, unique spot tucked inside a gallery that almost feels like a speakeasy.

Starting with the highlights: the ambience, the energy of the staff, and the service were all 10/10. The space is artsy, modern, and genuinely enjoyable to spend an evening in.

The dinner began on a strong note—the first two dishes were especially tasty—but the rest of the tasting course didn’t resonate with me as much, with a few items feeling a bit salty or less memorable. That said, I’m definitely open to returning when the menu changes. For now, I’d give this experience a solid 4.2/5.",4
g_ChIJL6-NTmBZwokRGacx3GWq3D0_3,ChIJL6-NTmBZwokRGacx3GWq3D0,google_places,"Frevo NYC is, without question, one of the most exceptional dining experiences in the city. What amazes me every time is how they constantly tweak and evolve the menu yet somehow everything remains flawless. Every dish feels like a new discovery, but with the same depth of flavor and precision that makes Frevo truly world-class.

The service is impeccable from start to finish. Attentive without hovering, warm without being overfamiliar exactly what you expect from a Michelin-star restaurant, but executed even better.

And the food… honestly, it’s the best I’ve had in NYC. I’ve been to countless Michelin-starred spots across the city, but nothing compares to the creativity, balance, and sheer deliciousness that Frevo delivers consistently.

The ambience ties it all together sexy, intimate, romantic yet never stuffy or pretentious. It feels special without trying too hard.

If you’re looking for the perfect blend of flawless cuisine, top-tier service, and a beautifully curated atmosphere, Frevo is in a league of its own. Highly recommended.",5
g_ChIJL6-NTmBZwokRGacx3GWq3D0_4,ChIJL6-NTmBZwokRGacx3GWq3D0,google_places,"Of all the amazing tasting-menu restaurants in NYC, Frevo is the one I keep finding myself coming back to again and again. As soon as you enter the art gallery vestibule that hides this speakeasy-style restaurant, you know you’re in for a special and unique dining experience.

The creativity of the courses here are unmatched by anyone, short of Atomix. Every dish I’ve ever had at Frevo is beautiful, surprising, and (most importantly) delicious.

The friendliness and attentiveness of the staff is also a standout of Frevo. Another reason I keep coming back is because of them. Special shoutout to Quentin!

Frevo is the kind of place where you know it will be a homerun every time you visit. And its cool ambiance and creative style will make you want to bring a friend to impress.

Would highly recommend a visit!",5
